,id_dep,nome,Ano-Mes,dataDocumento,nomeFornecedor,tipoDespesa,valorLiquido
46,178957,ABEL MESQUITA JR.,2009-03,2009-03-16,M. R. CEDA IMPRESSOS LTDA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,12800.0
47,178957,ABEL MESQUITA JR.,2009-09,2009-09-11,M. R. CEDA IMPRESSOS LTDA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,12900.0
48,178957,ABEL MESQUITA JR.,2009-10,2009-10-24,M. R. CEDA IMPRESSOS LTDA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,15300.0
49,178957,ABEL MESQUITA JR.,2009-11,2009-11-30,M. R. CEDA IMPRESSOS LTDA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,17000.0
50,178957,ABEL MESQUITA JR.,2009-06,2009-06-30,M. R. CEDA IMPRESSOS LTDA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,15300.0
51,178957,ABEL MESQUITA JR.,2009-06,2009-06-29,PAPELARIA ABC COMÉRCIO E INDÚSTRIA LTDA,AQUISIÇÃO DE MATERIAL DE ESCRITÓRIO.,7000.0
52,178957,ABEL MESQUITA JR.,2009-06,2009-06-30,PAPELARIA ABC COMÉRCIO E INDÚSTRIA LTDA,AQUISIÇÃO DE MATERIAL DE ESCRITÓRIO.,7700.0
53,178957,ABEL MESQUITA JR.,2009-06,2009-06-08,EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,AQUISIÇÃO OU LOC. DE SOFTWARE; SERV. POSTAIS; ASS.,4875.0
54,178957,ABEL MESQUITA JR.,2009-11,2009-11-01,VRG LINHAS AÉREAS S. A.,PASSAGEM AÉREA - REEMBOLSO,90.0
55,178957,ABEL MESQUITA JR.,2009-11,2009-11-26,BRASIL TELECOM S. A.,TELEFONIA,136.83
56,178957,ABEL MESQUITA JR.,2009-10,2009-10-26,BRASIL TELECOM S. A.,TELEFONIA,136.83
57,178957,ABEL MESQUITA JR.,2009-08,2009-08-26,BRASIL TELECOM S/A,TELEFONIA,136.44
58,178957,ABEL MESQUITA JR.,2009-12,2009-12-26,BRASILTELECOM - OI,TELEFONIA,136.83
59,178957,ABEL MESQUITA JR.,2009-09,2009-09-26,BRASILTELECOM S. A.,TELEFONIA,136.5
60,178957,ABEL MESQUITA JR.,2009-12,2009-12-24,EMBRATEL,TELEFONIA,12.21
